"分 值
项 目",10分（A）,5分（B）,2分（C）,0分（D）
"物质（系指原材
料中间或产品
中危险程度最
大的物质","⑴甲类可燃气体；
⑵甲 及液态烃
A
类；
⑶甲类固体；
⑷极度危害介质","⑴乙类可燃气体；
⑵甲 、乙 类可燃液
B A
体；
⑶乙类固体；
⑷高度危害介质","⑴乙 、丙 、丙
B A B
类可燃液体；
⑵丙类固体；
⑶中、轻度危害介
质","不属 A-C 项物
质"
