工序,投入,,产出,
,物料名称,kg,物料名称,kg
浓缩岗位,二氨基二苄乙醇液,3980,二氨基二苄（氨基物）,900
,/,/,前沸,195
,/,/,乙醇,2640
,/,/,废渣,48
,/,/,废水,197
,合计,3980,合计,3980
环合岗位,二氨基二苄（氨基物）,630,环合液,580
,多聚磷酸,555,废渣,100
,/,/,废酸,505
,合计,1185,合计,1185
"精制岗位
（7号楼、10
号楼）",环合液,2400,亚氨基二苄,2000
,磷酸,90,回收甲苯,2650
,水,2400,废酸,90
,甲苯,4100,废水,3700
,/,/,三合一洗液,550
,合计,8990,合计,8990
