工序,投入,,产出,
,物料名称,kg,物料名称,kg
酰化岗位,水,420,酰化物,240
,盐酸酪胺,155,回收乙酸乙酯,970
,片碱,38,废气,82
,水,45,废水,809
,碳酸氢钠,86,,
,乙酸乙酯,1000,,
,对氯苯甲酰氯,157,,
,水,200,,
,合计,2101,合计,2101
"苯扎贝特粗
品岗位",丙酮,2300,粗品,90
,苯扎贝特酰化物,80,回收丙酮,2400
,片碱,200,回收氯仿,130
,氯仿,160,废水,1838
,生活饮用水,1500,废气,77
,盐酸,65,,
,丙酮,230,,
,合计,4535,合计,4535
