"特别
警示",高度易燃液体，用水灭火无效，不能使用直流水扑救。
"理
化
特","无色透明液体，有芳香气味。不溶于水，与乙醇、乙醚、丙酮、氯仿等混溶。
分子量92.14，熔点-94.9℃，沸点110.6℃，相对密度（水=1）0.87，相对蒸气密
度（空气=1）3.14，临界压力4.11MPa，临界温度318.6℃，饱和蒸气压3.8kPa(25℃)，"
