13,"5号楼
（综合仓库）",丙类,二级,现浇钢筋混凝土框架结构，2层,符合
14,"成品仓库
（11号楼）",丙类,二级,现浇钢筋混凝土框架结构，4层,符合
15,"甲类仓库
（15号楼）",甲类,二级,现浇钢筋混凝土框架结构，1层,符合
16,"固废仓库
（22号楼）",丙类,二级,现浇钢筋混凝土框架结构，1层,符合
