评估结论项目,,参数,
,,酰化反应,缩合反应
"热稳定
性评估",物料名称,BEZ-1反应液,BEZ-2反应液
,吸热温度（℃）,/,/
,起始放热分解温度（℃）,第一段135.73 第二段173.75,第一段134.71 第二段225.81
,分解热（J/g）,第一段59.69 第二段66.31,第一段93.99 第二段1320.61
,等级,/,/
"严重度
评估",△Tad（K）,19.14,23.73
,等级,1,1
"可能性
评估",TMRad（h）,＞24,＞24
,等级,1,1
