工序,投入,,产出,
,物料名称,kg,物料名称,kg
,水,500,洗涤水,500
,"甲苯（或一次精制回收
甲苯）",372,一次精制回收甲苯,800
,甲醇,85,一次精制甲醇洗液,100
,/,/,一次精制母液,529
,合计,2094,合计,2094
回收岗位,甲醇水层,3700,甲氧基化回收甲醇,1100
,一次精制甲醇洗液,100,废水,2600
,活性炭,12,分层回收甲苯,680
,一次精制母液,529,残渣,15
,"甲氧基化收集甲醇甲苯
液",300,"回收10-甲氧基亚氨
芪",28
,水,1300,分层水,1500
,/,/,残渣,18
,合计,5941,合计,5941
