液体密度（Kg/m³）,900
燃料燃烧热（Kj/Kg）,23518.729
液体定压比热（Kj/(Kg.K)）,1.92
液体蒸发潜热（Kj/Kg）,4158.91
液体常压沸点（K）,350.2
人员暴露时间（s）,60
液池半径(m),13.43
