3,"企业应当依法设置安全生产管理机构，配备专职
安全生产管理人员。配备的专职安全生产管理人
员必须能够满足安全生产的需要。","《危险化学品生
产企业安全生产
许可证实施办
法》","按要求设置安
全生产管理机
构，并配备专职
安管员 10 人，
符合。"
4,"加强安全生产管理机构建设。企业要设置安全生
产管理机构或配备专职安全生产管理人员。安全
生产管理机构要具备相对独立职能。专职安全生
产管理人员应不少于企业员工总数的 2%（不足
50人的企业至少配备1人），要具备化工或安全
管理相关专业中专以上学历，有从事化工生产相
关工作 2 年以上经历，取得安全管理人员资格证
书。","安 监 总 管 三
〔2010〕186号","按要求设置安
全生产管理机
构，并配备专职
安管员不少于
企业员工总数
的2%，符合。"
