0,1,2,3,4
12.8,"高毒作业场所应按现行国家标准《高毒物
品作业岗位职业病危害告知规范》
GBZ/T203的规定设置职业病危害告知卡。","HG20571-2014
6.2.8",符合,"有职业病危害告
知。"
