0,1,2,3,4,5,6,7,8,9,10,11,12
"磷酸
(副产品)",1000,"6号楼内亚氨基二苄
环合工序",含磷酸的环合液,"无化学品反应
（萃取分层）",/,/,/,/,/,罐储,"6号楼
外磷酸
贮罐",25
