,中文名：,甲苯；甲炝；甲基苯
,英文名：,Methylbenzene；Toluene
,分子式：,"C H
7 8"
标,分子量：,92.14
,CAS号：,108-88-3
,RTECS号：,XS5250000
识,UN/CN编号：,1294/32052
,危险化学品序号：,1014
,特殊事项：,重点监管、第三类易制毒；重大危险源临界量：500t
,IMDG规则页码：,3285
,外观与性状：,无色透明液体，有类似苯的芳香气味。
,,用于掺合汽油组成及作为生产甲苯衍生物、炸药、染料中间体、药
,主要用途：,
,,物等的主要原料。
,熔点：,-94.9
理,,
,沸点：,110.6
化,相对密度(水=1)：,0.87
,相对密度(空气=1):,3.14
性,,
,饱和蒸汽压(kPa)：,4.89/30℃
质,溶解性：,不溶于水，可混溶于苯、醇、醚等多数有机溶剂。
,临界温度(℃)：,318.6
,临界压力(MPa)：,4.11
,燃烧热(kj/mol)：,3905.0（4.2×104kJ/kg）
,避免接触的条件：,
,燃烧性：,易燃
,建规火险类别：,甲
,闪点(℃)：,4.4℃闭杯；13℃开杯
,自燃温度(℃)：,353
燃,,
,爆炸下限(V%)：,1.2
烧,,
爆,爆炸上限(V%)：,7.0
炸,,其蒸气与空气形成爆炸性混合物，遇明火、高热能引起燃烧爆炸。
危,,与氧化剂能发生强烈反应。其蒸气比空气重，能在较低处扩散到相
险,危险特性：,当远的地方，遇火源引着回燃。若遇高热，容器内压增大，有开裂
性,,和爆炸的危险。流速过快，容易产生和积聚静电。
,,易燃性(红色)：3 反应活性(黄色)：0
,燃烧(分解)产物：,一氧化碳、二氧化碳。
,稳定性：,稳定
,聚合危害：,不能出现
,禁忌物：,强氧化剂。
