评估结论项目,,参数,
,,水解反应,
"热稳定
性评估",物料名称,还原物,普瑞巴林
,吸热温度（℃）,32.0～35.6,191.0～194.8
,起始放热分解温度（℃）,97.1,/
,分解热（J/g）,51.74,/
,等级,1,1
"严重度
评估",△Tad（K）,6.47,
,等级,1,
可能性,TMRad（h）,＞24,
