,,"道。高浓度对水生生物有害。
包装方法：小开口塑料桶；螺纹口玻璃瓶、铁盖压口玻璃瓶、塑料
瓶或金属桶（罐）外木板箱。
ERG指南：154 ERG指南分类：有毒和/或腐蚀性物质(不燃的)"
"毒
性
危
害",接触限值：,未制定标准
,侵入途径：,吸入、食入
,毒性：,"LD ：273mg/kg(大鼠经口)
50
刺激性：家兔经眼：1％重度刺激。家兔经皮：50mg（24h），重度
刺激。"
,健康危害：,"本品具强烈腐蚀性。吸入后强烈刺激呼吸道或造成灼伤。眼和皮肤
直接接触可致灼伤。口服灼伤口腔和消化道，可致死。
慢性影响：肺损害。
OSHA：表Z—1空气污染物；健康危害(蓝色)：3"
"急
救",皮肤接触：,"立即用水冲洗至少15min。若有灼伤，就医治疗。对少量皮肤接触，
避免将物质播散面积扩大。注意患者保暖并且保持安静。吸入、食
入或皮肤接触该物质可引起迟发反应。确保医务人员了解该物质相
关的个体防护知识，注意自身防护。"
,眼睛接触：,"立即提起眼睑，用流动清水或生理盐水冲洗至少15min。或用3%硼
酸溶液冲洗。就医。"
,吸入：,"脱离现场至空气新鲜处。必要时进行人工呼吸。就医。如果呼吸困
难，给予吸氧。如果患者食入或吸入该物质不要用口对口进行人工
呼吸，可用单向阀小型呼吸器或其他适当的医疗呼吸器。"
,食入：,误服者立即漱口，口服稀释的醋或柠檬汁，就医。
"防
护
措
施",工程控制：,密闭操作。
,呼吸系统防护：,"必要时佩带防毒口罩。高于NIOSH REL浓度或尚未建立REL，任何
可检测浓度下：自携式正压全面罩呼吸器、供气式正压全面罩呼吸
器辅之以辅助自携式正压呼吸器。 逃生：装有机蒸气滤毒盒的空
气净化式全面罩呼吸器(防毒面具)、自携式逃生呼吸器。"
,眼睛防护：,戴化学安全防护眼镜。
,防护服：,穿工作服(防腐材料制作)。
,手防护：,戴橡皮手套。
,其他：,工作后，淋浴更衣。注意个人清洁卫生。
泄漏处置：,,"隔离泄漏污染区，周围设警告标志，建议应急处理人员戴好防毒面
具，穿化学防护服。不要直接接触泄漏物，用洁清的铲子收集于干
燥净洁有盖的容器中，以少量加入木量水中，调节至中性，再放入
废水系统。也可以用大量水冲洗，经稀释的洗水放入库水系统。如
大量泄漏，收集回收或无害处理后废弃。"
